persian_name,english_name,brand,owner,price,dosage_form,code,generic_code
اکتانیت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 250 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 [iU] )OCTANATE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 [iU]",Octapharma,تجهیزات پزشکی و دارویی پورا طب,"3,370,000","1 VIAL, GLASS in 1 BOX",3984037635013600,13238
اکتانیت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 250 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 [iU] )OCTANATE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 [iU]",Octapharma,تجهیزات پزشکی و دارویی پورا طب,"3,370,000","1 VIAL, GLASS in 1 BOX",9850700917636195,13238
اکتانیت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 1000 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU] )OCTANATE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU]",Octapharma,تجهیزات پزشکی و دارویی پورا طب,0,"1 VIAL, GLASS in 1 BOX",9590162177986547,5728
اکتانیت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 250 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 [iU] )OCTANATE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 [iU]",Octapharma,پالایش و پژوهش خون,"14,839,000","1 VIAL, GLASS in 1 BOX",7181189698679814,13238
اپتیویت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 250 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 [iU] )OPTIVATE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 [iU]",Bpl-bio Products Laboratory Ltd,ویستا فارمد ایرانیان,"3,370,000",250 INTERNATIONAL UNITS in 1 AMPULE,1091989349445362,13238
ادوات پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (نوترکیب)),"(COAGULATION FACTOR VIII (RECOMBINANT) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )Advate INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",Takeda Austria Gmbh,کار و اندیشه,-,"1 VIAL, GLASS in 1 BOX",9390829771463529,52879
ایمونیت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )IMMUNATE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",TAKEDA (ex BAXTER),کار و اندیشه,"30,868,000",1 VIAL in 1 BOX,7245392599126611,12544
اموکلات پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )EMOCLOT INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",Kedrion,بهستان دارو,"29,000,000",1 VIAL in 1 BOX,6778159353368883,12544
ایمونیت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 250 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 [iU] )IMMUNATE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 [iU]",TAKEDA (ex BAXTER),کار و اندیشه,"3,370,000",1 VIAL in 1 BOX,4674771213389777,13238
هماکتین پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 1000 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU] )HAEMOCTIN INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU]",Biotest AG,بهستان دارو,"6,100,000",1 VIAL in 1 BOX,5851402636153281,5728
اکتانیت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 1000 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU] )OCTANATE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU]",Octapharma,تجهیزات پزشکی و دارویی پورا طب,0,"1 VIAL, GLASS in 1 BOX",1287512438928743,5728
زینتا پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (نوترکیب)),"(COAGULATION FACTOR VIII (RECOMBINANT) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )XYNTHA INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",Pfizer,بهستان دارو,"29,000,000",1 VIAL in 1 BOX,1582511726644469,52879
اکتانیت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )OCTANATE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",Octapharma,تجهیزات پزشکی و دارویی پورا طب,"29,000,000","1 VIAL, GLASS in 1 BOX",2250150372842021,12544
هماکتین پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )HAEMOCTIN INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",Biotest AG,دایا آرین دارو,"29,000,000",1 VIAL in 1 BOX,8276628793541827,12544
نووایت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 1000 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (نوترکیب)),"(COAGULATION FACTOR VIII (RECOMBINANT) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU] )NOVOEIGHT INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU]",Novonordisk,نوو نور دیسک پارس,"48,979,240",1 VIAL in 1 CARTON,8936044413498665,52880
اکتانیت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 1000 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU] )OCTANATE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU]",Octapharma,پالایش و پژوهش خون,"6,100,000","1 VIAL, GLASS in 1 BOX",6960650360953767,5728
کوآگیت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 2000 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (نوترکیب)),"(COAGULATION FACTOR VIII (RECOMBINANT) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 2000 [iU] )COAGEIGHT INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 2000 [iU]",آریوژن فارمد,آریوژن فارمد,"116,000,000",1 VIAL in 1 BOX,1114266489716699,53142
کوآگیت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 1000 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (نوترکیب)),"(COAGULATION FACTOR VIII (RECOMBINANT) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU] )COAGEIGHT INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU]",آریوژن فارمد,آریوژن فارمد,"58,000,000","1 VIAL, GLASS in 1 BOX",9275740779753127,52880
هماکتین پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )HAEMOCTIN INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",Biotest AG,پالایش و پژوهش خون,"29,000,000",1 VIAL in 1 BOX,4207397081799205,12544
هماکتین پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )HAEMOCTIN INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",Biotest AG,بیو دارو,"29,000,000","1 VIAL, GLASS in 1 BOX",9660647910813976,12544
اکتانیت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )OCTANATE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",Octapharma,تجهیزات پزشکی و دارویی پورا طب,"29,000,000","1 VIAL, GLASS in 1 BOX",9572376324377604,12544
هماکتین پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 1000 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU] )HAEMOCTIN INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU]",Biotest AG,درمان آرا,"53,346,000","1 VIAL, GLASS in 1 BOX",3585517588383251,5728
هماکتین پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 1000 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU] )HAEMOCTIN INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU]",Biotest AG,بهستان پلاسما,"53,346,000","1 VIAL, GLASS in 1 BOX",4404863375501363,5728
هماکتین پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )HAEMOCTIN INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",Biotest AG,بهستان پلاسما,"29,000,000","1 VIAL, GLASS in 1 BOX",8865748027333947,12544
فندی پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )FANHDI INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",Instituto Grifols S.a.,گسترش بازرگانی دارو درمان پارس,"29,000,000","1 VIAL, GLASS in 1 BOX",5574386881855905,12544
اکتانیت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 1000 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU] )OCTANATE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU]",Octapharma,تجهیزات پزشکی و دارویی پورا طب,0,"1 VIAL, GLASS in 1 BOX",8466456341846342,5728
سافاکتو آ اف پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (نوترکیب)),"(COAGULATION FACTOR VIII (RECOMBINANT) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )SAFACTO AF INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",سامان داروی هشتم,سامان داروی هشتم,"29,000,000","1 VIAL, GLASS in 1 BOX",7210201495605784,52879
نووایت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 250 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (نوترکیب)),"(COAGULATION FACTOR VIII (RECOMBINANT) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 [iU] )NOVOEIGHT INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 [iU]",Novonordisk,نوو نور دیسک پارس,-,"1 VIAL, GLASS in 1 CARTON",7379224641900268,52878
نووایت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 1000 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (نوترکیب)),"(COAGULATION FACTOR VIII (RECOMBINANT) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU] )NOVOEIGHT INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU]",Novo Nordisk,تدبیر کیمیا اکسیر,0,1 VIAL in 1 CARTON,1159136516913076,52880
اکتانیت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 1000 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU] )OCTANATE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU]",Octapharma,پالایش و پژوهش خون,"6,100,000","1 VIAL, GLASS in 1 BOX",8325199296889107,5728
اکتانیت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 1000 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU] )OCTANATE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU]",Octapharma,پالایش و پژوهش خون,-,"1 VIAL, GLASS in 1 BOX",3409325719936023,5728
هموفیل-ام پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )HEMOFIL-M INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",Baxalta,کار و اندیشه,"29,000,000","1 VIAL, GLASS in 1 BOX",9385718330610270,12544
اکتانیت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )OCTANATE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",Octapharma,تجهیزات پزشکی و دارویی پورا طب,"29,000,000","1 VIAL, GLASS in 1 BOX",8351081885286114,12544
گرین هشت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )GREEN VIII INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",Green Cross,اهران تجارت,"29,000,000",1 VIAL in 1 BOX,2134113791961701,12544
هموفیل-ام پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 250 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 [iU] )HEMOFIL-M INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 [iU]",Baxalta,کار و اندیشه,"3,370,000","1 VIAL, GLASS in 1 BOX",4764403215013992,13238
اکتانیت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )OCTANATE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",Octapharma,پالایش و پژوهش خون,"29,000,000","1 VIAL, GLASS in 1 BOX",4565586348253932,12544
کوآگیت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (نوترکیب)),"(COAGULATION FACTOR VIII (RECOMBINANT) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )COAGEIGHT INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",آریوژن فارمد,آریوژن فارمد,"29,000,000",1 VIAL in 1 BOX,9400514919064175,52879
اکتانیت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )OCTANATE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",Octapharma,پالایش و پژوهش خون,"29,000,000","500 INTERNATIONAL UNITS in 1 VIAL, GLASS",1293482927260375,12544
سافاکتو آ اف پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 250 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (نوترکیب)),"(COAGULATION FACTOR VIII (RECOMBINANT) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 [iU] )SAFACTO AF INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 [iU]",سامان داروی هشتم,سامان داروی هشتم,"9,893,300","1 VIAL, GLASS in 1 BOX",5468833561827703,52878
سافاکتو آ اف پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 1000 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (نوترکیب)),"(COAGULATION FACTOR VIII (RECOMBINANT) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU] )SAFACTO AF INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU]",سامان داروی هشتم,سامان داروی هشتم,"58,000,000","1 VIAL, GLASS in 1 BOX",6247165973771818,52880
اکتانیت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )OCTANATE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",Octapharma,پالایش و پژوهش خون,"29,000,000","1 VIAL, GLASS in 1 BOX",6116148445114151,12544
نووایت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (نوترکیب)),"(COAGULATION FACTOR VIII (RECOMBINANT) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )NOVOEIGHT INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",Novo Nordisk,نوو نور دیسک پارس,"3,050,000","1 VIAL, GLASS in 1 CARTON",8400382754270822,52879
نووایت پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 1000 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (نوترکیب)),"(COAGULATION FACTOR VIII (RECOMBINANT) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU] )NOVOEIGHT INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 1000 [iU]",Novo Nordisk,نوو نور دیسک پارس,"6,100,000","1 VIAL, GLASS in 1 CARTON",5695776764927302,52880
برییت پی پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )BERIATE P INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",Csl Behring Gmbh,پالایش و پژوهش خون,"29,000,000",1 VIAL in 1 BOX,5460122248742187,12544
هماکتین پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )HAEMOCTIN INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",Biotest AG,بهستان دارو,"29,000,000",1 VIAL in 1 BOX,9584781441846688,12544
هماکتین پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 250 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 [iU] )HAEMOCTIN INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 250 [iU]",Biotest AG,درمان آرا,-,"1 VIAL, GLASS in 1 BOX",9268835455488046,13238
هماکتین پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )HAEMOCTIN INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",Biotest AG,پلاسما گستر پارس,"29,000,000","1 VIAL, GLASS in 1 BOX",6343762845735138,12544
هماکتین پودر لئوفیلیزه برای تهیه محلول تزریقی پرنترال 500 [iU] (پودر لئوفیلیزه برای تهیه محلول تزریقی فاکتور هشت (مشتق از پلاسمای انسانی)),"(COAGULATION FACTOR VIII (HUMAN PLASMA DERIVED) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU] )HAEMOCTIN INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 500 [iU]",Biotest AG,پلاسمای خوارزمی,"29,000,000",1 VIAL in 1 BOX,9651671834625084,12544
